Soft Label	Title	URL	Description	Media Type
Books	Suleyman, Mustafa. The Coming Wave. First edition, Crown, 2023.	https://www.penguinrandomhouse.com/books/722674/the-coming-wave-by-mustafa-suleyman-with-michael-bhaskar/	"""The Coming Wave"" by Mustafa Suleyman, co-authored with Michael Bhaskar, is a thought-provoking exploration of the future of artificial intelligence and its profound implications for society. Published by Crown in 2023, this first edition delves into the transformative potential of AI technologies, examining both the opportunities and challenges they present. Suleyman, a prominent figure in the AI sector, draws on his extensive experience to discuss how AI will reshape industries, influence our daily lives, and raise ethical questions that demand careful consideration. The book serves as both a guide and a warning, urging readers to navigate the impending changes with awareness and responsibility. For more information, you can visit the resource page at Penguin Random House's official website: www.penguinrandomhouse.com/books/722674/the-coming-wave-by-mustafa-suleyman-with-michael-bhaskar."	Web Page
Books	Mollick, Ethan. Co-Intelligence: Living and Working with AI. Portfolio/Penguin, 2024.	https://www.penguinrandomhouse.com/books/741805/co-intelligence-by-ethan-mollick/	"The resource titled ""Co-Intelligence: Living and Working with AI"" by Ethan Mollick, published by Portfolio/Penguin in 2024, offers a comprehensive exploration of the evolving relationship between humans and artificial intelligence. This insightful book delves into the practical and ethical implications of integrating AI into various aspects of life and work, providing readers with a thoughtful framework for understanding how to effectively coexist and collaborate with intelligent systems. Mollick's expertise in technology and education shines through, making this resource a valuable read for educators, professionals, and anyone interested in navigating the AI landscape. For more information and to access the book, visit the Penguin Random House website at www.penguinrandomhouse.com/books/741805/co-intelligence-by-ethan-mollick."	Web Page
Books	Buyserie, Beth and Thurston, Travis. Teaching and Generative AI, Utah State University Center for Empowering Teaching Excellence, 2024	https://www.usu.edu/empowerteaching/publications/books/teaching-ai/	"The resource ""Teaching and Generative AI"" by Beth Buyserie and Travis Thurston, published by the Utah State University Center for Empowering Teaching Excellence in 2024, offers an insightful exploration of the intersection between artificial intelligence and educational practices. Available at the Utah State University website, this publication provides educators with practical strategies and theoretical frameworks to effectively incorporate generative AI into their teaching methodologies. It addresses both the challenges and opportunities presented by AI in the classroom, equipping teachers with the knowledge to enhance student engagement and learning outcomes. This resource is particularly valuable for educators seeking to understand the implications of AI technology on pedagogy and to leverage these tools in fostering a more dynamic and innovative educational environment. For more information, visit www.usu.edu/empowerteaching/publications/books/teaching/ai."	Web Page
Brookings Institution	AI and the next digital divide in education | Brookings	https://www.brookings.edu/articles/ai-and-the-next-digital-divide-in-education/	"The resource titled ""AI and the Next Digital Divide in Education,"" published by Brookings, explores the transformative impact of artificial intelligence on educational equity and access. This insightful article delves into the potential disparities that could arise as AI technologies become increasingly integrated into educational systems, emphasizing the need for policies that ensure equitable access to these innovations for all students. By analyzing current trends and proposing concrete strategies, the resource serves as a crucial guide for educators, policymakers, and stakeholders interested in navigating the complexities of AI's role in shaping the future of education. This comprehensive examination highlights both the opportunities and challenges that AI presents in addressing the longstanding digital divide, making it an essential read for anyone invested in fostering an inclusive educational landscape. Access the article at www.brookings.edu/articles/ai-and-the-next-digital-divide-in-education."	Web Page
Brookings Institution	AI is coming to schools, and if we're not careful, so will its biases | Brookings	https://www.brookings.edu/articles/ai-is-coming-to-schools-and-if-were-not-careful-so-will-its-biases/	"The Brookings article titled ""AI is coming to schools, and if we're not careful, so will its biases"" delves into the integration of artificial intelligence in educational settings and highlights the potential pitfalls associated with its deployment. As AI technologies continue to advance and permeate various aspects of education, the article cautions that without vigilant oversight and thoughtful implementation, these systems could inadvertently propagate existing biases, further entrenching inequality in the classroom. The resource examines real-world examples of AI applications in education while urging educators, policymakers, and stakeholders to prioritize ethical considerations and equity in the adoption of AI tools. It serves as a critical reminder of the responsibility that comes with embracing technological advancements in learning environments. For more insights, readers can access the complete article at Brookings' official website."	Web Page
Brookings Institution	Should schools ban or integrate generative AI in the classroom? | Brookings	https://www.brookings.edu/articles/should-schools-ban-or-integrate-generative-ai-in-the-classroom/	"The resource titled ""Should schools ban or integrate generative AI in the classroom?"" from Brookings offers a comprehensive exploration of the implications of generative AI in educational settings. Located on the Brookings website, this article delves into the ongoing debate surrounding the role of AI tools in schools, weighing the potential benefits of integration against the challenges and risks of misuse. It discusses the pedagogical opportunities that generative AI presents, such as personalized learning experiences and enhanced creativity, while also addressing concerns about academic integrity and the digital divide. By examining case studies and expert opinions, the resource aims to provide educators, policymakers, and stakeholders with a nuanced understanding of whether generative AI should be embraced or restricted in the classroom."	Web Page
Brookings Institution	The role of AI in education and the changing US workforce | Brookings	https://www.brookings.edu/articles/the-role-of-ai-in-education-and-the-changing-u-s-workforce/	"The resource titled ""The Role of AI in Education and the Changing US Workforce,"" provided by Brookings, offers an insightful analysis of how artificial intelligence is transforming educational practices and workforce dynamics in the United States. This article delves into the implications of AI technologies for teaching methodologies, student engagement, and the skills required in an evolving job market. By examining the intersection of AI and education, the resource highlights both opportunities and challenges, emphasizing the need for adaptive learning frameworks and policy considerations to better prepare students for future employment. It serves as a valuable reference for educators, policymakers, and stakeholders interested in understanding the profound impact of AI on education and the workforce landscape. You can explore this resource further at www.brookings.edu/articles/the-role-of-ai-in-education-and-the-changing-u-s-workforce."	Web Page
Brookings Institution	Why we need to rethink education in the artificial intelligence age | Brookings	https://www.brookings.edu/articles/why-we-need-to-rethink-education-in-the-artificial-intelligence-age/	"The resource titled ""Why We Need to Rethink Education in the Artificial Intelligence Age,"" published by Brookings, explores the profound implications of artificial intelligence on educational practices and policies. This insightful article argues for a comprehensive reevaluation of educational systems to align with the technological advancements shaping the future workforce and society. It emphasizes the necessity for curricula that not only incorporate AI literacy but also foster critical thinking, creativity, and emotional intelligence—skills that are vital in an increasingly automated world. By addressing the challenges and opportunities presented by AI, the piece serves as a crucial guide for educators, policymakers, and stakeholders as they navigate the transformation of learning environments amidst rapid technological change. You can access the article at www.brookings.edu/articles/why-we-need-to-rethink-education-in-the-artificial-intelligence-age."	Web Page
Brookings Institution	Emerging technologies in global education | Brookings	https://www.brookings.edu/collection/emerging-technologies-in-global-education/	"The resource titled ""Emerging Technologies in Global Education"" by Brookings offers a comprehensive exploration of innovative technological trends shaping education across the globe. Available on the Brookings website, this collection provides valuable insights into how emerging tools and technologies can enhance learning experiences, improve educational access, and address challenges faced by educational systems worldwide. The resource includes research articles, policy analyses, and case studies that highlight successful implementations of technology in educational settings. As a key reference for educators, policymakers, and researchers, it emphasizes the potential of digital solutions in fostering inclusive and equitable educational opportunities, making it an essential read for anyone interested in the intersection of technology and education. You can access this resource through the Brookings website at www.brookings.edu."	Web Page
Business Strategy	Generative AI: What Is It, Tools, Models, Applications and Use Cases (gartner.com)	https://www.gartner.com/en/topics/generative-ai	"The resource titled ""Generative AI: What Is It, Tools, Models, Applications and Use Cases"" available on Gartner's website provides a comprehensive overview of generative AI technology. This resource explores the fundamental concepts behind generative AI, detailing various tools and models available in the market. It also highlights practical applications and real-world use cases across different industries, showcasing how organizations can leverage generative AI for innovation and efficiency. Ideal for stakeholders looking to understand the potential and implications of generative AI, this article serves as an informative guide for both beginners and experienced professionals in the field of artificial intelligence. You can access this insightful content at www.gartner.com/en/topics/generative/ai."	Other
Business Strategy	A data leader’s technical guide to scaling gen AI | McKinsey	https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/a-data-leaders-technical-guide-to-scaling-gen-ai	"The resource titled ""A Data Leader’s Technical Guide to Scaling Gen AI"" from McKinsey is a comprehensive document designed to empower data leaders with the strategic insights and technical frameworks necessary for effectively implementing and scaling generative AI within their organizations. By leveraging McKinsey's extensive expertise in digital capabilities, this guide outlines best practices, success stories, and actionable strategies tailored for navigating the complexities of generative AI technologies. It addresses key considerations such as infrastructure, talent acquisition, and governance models, equipping leaders with the knowledge to harness the full potential of AI to drive their business objectives. Accessible on the McKinsey website, this resource serves as a vital tool for organizations looking to cultivate innovation and enhance their competitive edge through generative AI."	Other
Business Strategy	The state of AI in early 2024: Gen AI adoption spikes and starts to generate value | McKinsey	https://www.mckinsey.com/capabilities/quantumblack/our-insights/the-state-of-ai	"The resource titled ""The State of AI in Early 2024: Gen AI Adoption Spikes and Starts to Generate Value"" from McKinsey provides an insightful analysis of the current trends and advancements in artificial intelligence as we enter the new year. Offered through McKinsey's QuantumBlack capabilities, this report discusses the significant rise in generative AI adoption across various sectors and highlights the tangible business value that organizations are beginning to see from these technologies. The document dives into case studies, expert opinions, and statistical data, illustrating how companies are leveraging AI to enhance operational efficiency and drive innovation. For those interested in understanding the evolving landscape of AI, this resource serves as a valuable tool to comprehend the implications of these emerging technologies. To access the full report, visit the McKinsey website."	Other
Business Strategy	The AI compass: The success of balancing tension, scalability, consistency & complexity - Thomson Reuters Institute	https://www.thomsonreuters.com/en-us/posts/technology/ai-compass/	"""The AI Compass: The Success of Balancing Tension, Scalability, Consistency & Complexity"" is an insightful resource published by Thomson Reuters Institute that explores the intricate dynamics involved in successfully implementing AI technologies within organizations. The resource delves into the key challenges of balancing essential factors such as tension, scalability, consistency, and complexity, which are crucial for harnessing the full potential of AI. By providing a thoughtful analysis and practical examples, this resource aims to guide professionals and decision-makers in navigating the multifaceted landscape of AI adoption. It serves as a valuable tool for understanding the strategic considerations necessary for leveraging AI effectively, thereby encouraging thoughtful dialogue on how to achieve sustainable success in this rapidly evolving technological landscape. You can access the resource at www.thomsonreuters.com/en/us/posts/technology/ai/compass."	Web Page
Business Strategy	2024 generative AI in professional services report | Thomson Reuters	https://www.thomsonreuters.com/en/reports/2024-generative-ai-in-professional-services.html	"The ""2024 Generative AI in Professional Services Report"" by Thomson Reuters offers a comprehensive analysis of the current landscape and future trends of generative AI applications within the professional services sector. Accessible through the Thomson Reuters website, this report delves into the transformative impact of AI technologies on various professional fields, providing insights into adoption rates, case studies, and best practices for implementation. It also highlights how generative AI is reshaping client interactions, improving operational efficiencies, and driving innovation. Whether you're a professional seeking to understand the implications of AI on your industry or a decision-maker looking for data-driven strategies, this report serves as an invaluable resource for navigating the evolving dynamics of professional services in the AI era."	Web Page
Canvas	Instructure | Gen AI	https://www.instructure.com/search?srch=generative+ai	"The resource titled ""Instructure | Gen AI"" is an informative webpage hosted on Instructure's official site, which showcases their advancements in generative artificial intelligence within educational environments. The page provides insights into how generative AI can enhance teaching and learning experiences by offering personalized content, streamlined administrative processes, and innovative assessment methods. With an emphasis on leveraging AI technologies to foster engagement and improve educational outcomes, this resource highlights practical applications, case studies, and key features of Instructure's AI offerings. For educators and institutions looking to harness the power of AI in their curricula, this webpage serves as a valuable hub for exploration and implementation strategies. You can find it by searching ""generative AI"" on www.instructure.com."	Other
Citing Gen AI as a Source	MLA - How Do I Cite Generative AI? - McMaster LibGuides at McMaster University	https://libguides.mcmaster.ca/cite-gen-ai/mla#:~:text=According%20to%20this%20post%2C%20MLA,%22%20(MLA%20Style%20Center).	"The resource titled ""MLA - How Do I Cite Generative AI?"" provided by McMaster LibGuides offers a comprehensive guide for students and researchers on appropriately citing generative AI in accordance with MLA (Modern Language Association) style guidelines. This resource is particularly valuable as it addresses the growing need for clarity on academic integrity and citation practices in the era of artificial intelligence-generated content. Accessible via the McMaster University Library, the guide includes detailed explanations, examples, and formatting instructions tailored for various types of AI outputs. Those looking to enhance their understanding of citation conventions related to AI-generated texts will find this resource indispensable for ensuring proper credit is given in their academic work. For further exploration, you can access the resource [here](https://libguides.mcmaster.ca/cite/gen/ai/mla)."	Other
Critical Digital Literacy	Critical Data Literacies (mit.edu)	https://mitpress.mit.edu/9780262546829/critical-data-literacies/	"The resource titled ""Critical Data Literacies,"" available at MIT Press (mit.edu), offers a comprehensive exploration of the essential skills and knowledge required to navigate and understand data in a critical context. Through its in-depth analysis, this resource addresses the socio-political implications of data practices, urging readers to cultivate a nuanced understanding of how data informs decision-making and societal outcomes. It encompasses a variety of perspectives and methodologies to equip educators, researchers, and students with the tools necessary to foster critical engagement with data in an increasingly data-driven world. The ISBN 9780262546829 further identifies this vital contribution to the field, making it a valuable addition to academic libraries and educational settings."	Web Page
Critical Digital Literacy	Critical Digital Literacy | 43 | The Handbook of Critical Literacies | (taylorfrancis.com)	https://www.taylorfrancis.com/chapters/edit/10.4324/9781003023425-43/critical-digital-literacy-alexander-bacalja-earl-aguilera-edison-ferney-castrill%C3%B3n-%C3%A1ngel	"The resource titled ""Critical Digital Literacy,"" found in Chapter 43 of ""The Handbook of Critical Literacies"" on Taylor & Francis, offers an insightful exploration into the intersection of digital literacy and critical pedagogy. Authored by a team of experts including Alexander Bacalja, Earl Aguilera, Edison Ferney, and others, this chapter delves into how critical digital literacy empowers individuals to navigate, analyze, and engage with digital content responsibly and analytically. It emphasizes the importance of understanding the societal implications of digital technologies and fosters skills that promote thoughtful engagement rather than passive consumption. The content is particularly valuable for educators and learners seeking to enhance their comprehension of digital environments and cultivate a critical stance towards media and information in our increasingly digitized world. For more information, visit the chapter at Taylor & Francis' website: www.taylorfrancis.com/chapters/edit/10/4324/9781003023425."	Other
Curriculum Design	21CSLA Digitally Mediated Learning Vignettes | 21CSLA (berkeley.edu)	https://21cslacenter.berkeley.edu/professional-learning/dml/vignettes	"The resource titled ""21CSLA Digitally Mediated Learning Vignettes"" offered by the 21st Century Schools Leadership Academy (21CSLA) at Berkeley presents a collection of professional learning vignettes that showcase innovative practices in digitally mediated instruction. This comprehensive resource serves as a guide for educators looking to integrate technology into their teaching while enhancing student engagement and learning outcomes. Each vignette highlights practical examples and strategies that leverage digital tools to foster collaboration and creativity in the classroom. Available on the 21CSLA website, this resource is an invaluable asset for educational professionals aiming to stay at the forefront of digital learning and transform their instructional approaches to meet the needs of today's learners. For more information, visit the 21CSLA Center at Berkeley's dedicated page."	Other
Curriculum Design	Friday SLO Talk, September 29, 2023 – COACHes	https://coaches.institute/2023/10/01/friday-slo-talk-september-29-2023/	"The resource titled ""Friday SLO Talk, September 29, 2023 – COACHes"" is an informative session designed for educators and coaches, focusing on the integration of AI in teaching strategies for the 2023 academic year. Hosted on the COACHes Institute platform, this engaging discussion offers insights into leveraging AI tools for enhancing student learning objectives (SLOs) and improving classroom engagement. The session includes practical examples, expert tips, and collaborative dialogues among educators, making it an invaluable resource for those looking to adapt their coaching practices in an era increasingly influenced by technology. For more information, you can access the session directly through the provided URL, which encapsulates key themes and highlights from the talk."	Web Page
Curriculum Design	Centre for Teaching, Learning and Technology, University of British Columbia - YouTube	https://www.youtube.com/@ctltresources	"The resource titled ""Centre for Teaching, Learning and Technology, University of British Columbia - YouTube"" is an invaluable collection of educational videos aimed at enhancing pedagogical practices and integrating technology in the classroom. Hosted on YouTube, this channel features a variety of content, including tutorials, webinars, and expert discussions that cater to educators interested in leveraging technological tools in their teaching. The Centre for Teaching, Learning and Technology (CTLT) at UBC emphasizes innovative approaches to education, providing resources that foster engagement, facilitate collaborative learning, and promote the effective use of digital platforms. Educators and students alike can benefit from the practical insights and strategies shared through this dynamic online medium, making it a go-to resource for those looking to enrich their teaching and learning experiences. For direct access, visit www.youtube.com and search for ctltresources."	YouTube Video
Department of Education	Artificial Intelligence and the Future of Teaching and Learning (ed.gov)	https://tech.ed.gov/files/2023/05/ai-future-of-teaching-and-learning-report.pdf	"The resource titled ""Artificial Intelligence and the Future of Teaching and Learning,"" available on ed.gov, is a comprehensive report that explores the transformative potential of AI in education. This PDF document, published in May 2023, delves into how AI technologies can enhance teaching methodologies, personalize learning experiences, and streamline administrative tasks within educational institutions. It provides insights from various stakeholders, including educators, policymakers, and technology experts, on the implications of AI adoption in the classroom. In addition, the report discusses best practices, potential challenges, and ethical considerations to ensure that the integration of AI supports equitable access to quality education for all students. This resource is essential for educators and administrators looking to understand and leverage AI to improve education outcomes."	PDF
Digital Citizenship	ISTE | Digital Citizenship	https://iste.org/digital-citizenship	"The resource titled ""ISTE | Digital Citizenship"" hosted on iste.org serves as a comprehensive guide aimed at educators, students, and parents to navigate the complex landscape of digital citizenship. This online resource offers valuable insights into teaching responsible technology use, emphasizing the importance of ethical behavior, online safety, and the cultivation of critical thinking skills in digital environments. It includes practical strategies, frameworks, and lessons designed to help learners understand their rights and responsibilities as digital citizens, fostering a culture of respect and collaboration in both online and offline communities. The ISTE framework is an essential tool for educators seeking to effectively integrate digital citizenship into their curriculum and empower students to thrive in an increasingly interconnected world."	Other
Equity	2104.12920 (arxiv.org)	https://arxiv.org/pdf/2104.12920	"The resource titled ""2104.12920"" is a research paper available on arXiv.org, a well-known repository for scientific papers in various fields, including artificial intelligence. This document presents an in-depth exploration of a specific area within AI, detailing methodologies, experiments, and findings that contribute to the broader understanding of the subject. Researchers and practitioners can access the paper in PDF format, enabling them to delve into the latest advancements, theoretical frameworks, and practical implications of the study. The publication is part of the continuous discourse in the AI community, making it a valuable resource for those looking to stay updated on emerging trends and research directions. For direct access, visit arXiv.org and search for the paper using the identifier 2104.12920."	Other
Equity	CLEAR AI Initiative – Center for Leadership Equity and Research – CLEAR (clearvoz.com)	https://clearvoz.com/cai/	The CLEAR AI Initiative, hosted by the Center for Leadership Equity and Research (CLEAR), serves as a pivotal resource for educators, administrators, and policymakers eager to explore the intersection of artificial intelligence and equity in educational settings. Available at clearvoz.com, this initiative offers a wealth of information, including research papers, case studies, and policy guidelines aimed at leveraging AI technology to promote equitable learning outcomes. The resource underscores the importance of inclusive practices in the implementation of AI tools and provides practical insights for fostering diverse and effective educational environments. By focusing on leadership and equity, the CLEAR AI Initiative stands out as a comprehensive guide for those looking to navigate the complexities of AI in education while prioritizing fairness and representation.	Web Page
Equity	How AI for Education Can Address Digital Equity – Digital Promise	https://digitalpromise.org/2024/02/20/how-ai-for-education-can-address-digital-equity/	"The resource titled ""How AI for Education Can Address Digital Equity"" from Digital Promise explores the transformative potential of artificial intelligence in promoting equitable educational opportunities. Published on February 20, 2024, this insightful document highlights innovative AI applications designed to bridge existing gaps in access and resources among diverse student populations. It emphasizes the significance of leveraging AI tools to create personalized learning experiences, enhance engagement, and provide targeted support for underrepresented groups. The resource underscores the importance of implementing these technologies thoughtfully to ensure that all learners benefit, thus fostering an inclusive educational landscape. You can access this valuable information on the Digital Promise website."	Web Page
Equity	A Call to Action for Closing the Digital Access, Design,and Use Divides ED641164.pdf	https://files.eric.ed.gov/fulltext/ED641164.pdf	"The resource titled ""A Call to Action for Closing the Digital Access, Design, and Use Divides"" (ED641164.pdf) offers a comprehensive examination of the challenges faced in achieving equitable digital access, effective design, and utilization of educational technologies. Available as a downloadable PDF on the ERIC (Education Resources Information Center) website, this document emphasizes the urgent need for strategic initiatives to bridge the gaps that hinder effective technology integration in education. It discusses the implications of digital divides on learning outcomes and provides actionable recommendations for educators, policymakers, and stakeholders aimed at promoting inclusive digital environments. The resource is essential for those interested in enhancing digital literacy and accessing equitable educational resources in the age of AI."	PDF
Equity	How AI tools both help and hinder equity in higher ed (insidehighered.com)	https://www.insidehighered.com/news/tech-innovation/artificial-intelligence/2023/06/05/how-ai-tools-both-help-and-hinder-equity	"The resource titled ""How AI Tools Both Help and Hinder Equity in Higher Ed,"" published on Inside Higher Ed, examines the dual impact of artificial intelligence applications in the realm of higher education. This article provides a nuanced exploration of how AI technologies can enhance educational access and personalization, potentially leveling the playing field for underrepresented students. However, it also highlights the risks associated with these tools, such as perpetuating biases and creating new disparities. By analyzing case studies and expert opinions, the article encourages educators and policymakers to critically evaluate the implementation of AI in educational settings to ensure that it promotes equity rather than undermines it. For those interested in the intersection of technology and education, this resource offers valuable insights into the complexities of integrating AI responsibly in higher education."	Other
Federal Task Force on AI	Research and Teach AI - AI.gov	https://ai.gov/research/	"The resource titled ""Research and Teach AI - AI.gov"" is a comprehensive platform designed to support educators, researchers, and students in exploring the multifaceted world of artificial intelligence. Available at the official AI.gov website, it offers a plethora of resources, including guides, research papers, teaching materials, and best practices for integrating AI into educational curricula. The platform aims to facilitate a deeper understanding of AI's principles, applications, and ethical considerations, equipping users with the knowledge necessary to navigate and teach this rapidly evolving field. With a user-friendly interface, the site serves as an invaluable tool for those looking to enhance their understanding of AI research and its implications in various domains."	Web Page
